avaliacao,fracao_top,peso_especialista,limite_inferior,limite_superior,quantidade,quantidade_selecionada,rmspe_base,rmspe_gate,ganho_pp
oof_por_fold,0.04,0.25,1500000,2000000.0,176,36,0.3017512513534409,0.30236740775305726,-0.061615639961637436
oof_por_fold,0.04,0.25,2000000,inf,194,139,0.3390738711323796,0.32764933369134,1.1424537441039606
oof_por_fold,0.04,0.3333333333333333,0,1000000.0,3826,1,0.19761205972265045,0.19749020340051712,0.012185632213332354
oof_por_fold,0.04,0.3333333333333333,1000000,1300000.0,336,2,0.2065767268927747,0.20685719601179556,-0.028046911902085414
oof_por_fold,0.04,0.3333333333333333,1300000,1500000.0,146,12,0.23825782992045527,0.24344223259344988,-0.5184402672994609
oof_por_fold,0.04,0.3333333333333333,1500000,2000000.0,176,36,0.3017512513534409,0.30281001498609983,-0.10587636326589434
oof_por_fold,0.04,0.3333333333333333,2000000,inf,194,139,0.3390738711323796,0.32417362454185433,1.4900246590525246
oof_por_fold,0.04,0.5,0,1000000.0,3826,1,0.19761205972265045,0.19743812051767193,0.017393920497851822
oof_por_fold,0.04,0.5,1000000,1300000.0,336,2,0.2065767268927747,0.2070187978106566,-0.04420709178818982
oof_por_fold,0.04,0.5,1300000,1500000.0,146,12,0.23825782992045527,0.24678151631514877,-0.8523686394693503
oof_por_fold,0.04,0.5,1500000,2000000.0,176,36,0.3017512513534409,0.30404816239033317,-0.22969110368922796
oof_por_fold,0.04,0.5,2000000,inf,194,139,0.3390738711323796,0.317754034415846,2.131983671653359
oof_por_fold,0.04,0.75,0,1000000.0,3826,1,0.19761205972265045,0.19737106610641672,0.02409936162337256
oof_por_fold,0.04,0.75,1000000,1300000.0,336,2,0.2065767268927747,0.2072878168897839,-0.07110899970091955
oof_por_fold,0.04,0.75,1300000,1500000.0,146,12,0.23825782992045527,0.2526697980972136,-1.4411968176758356
oof_por_fold,0.04,0.75,1500000,2000000.0,176,36,0.3017512513534409,0.30677601770391355,-0.5024766350472665
oof_por_fold,0.04,0.75,2000000,inf,194,139,0.3390738711323796,0.309534669531864,2.9539201600515597
oof_por_fold,0.04,1.0,0,1000000.0,3826,1,0.19761205972265045,0.1973173074300985,0.029475229255193636
oof_por_fold,0.04,1.0,1000000,1300000.0,336,2,0.2065767268927747,0.20758866415692967,-0.10119372641549662
oof_por_fold,0.04,1.0,1300000,1500000.0,146,12,0.23825782992045527,0.2595485232177046,-2.1290693297249335
oof_por_fold,0.04,1.0,1500000,2000000.0,176,36,0.3017512513534409,0.31052337951803893,-0.8772128164598048
oof_por_fold,0.04,1.0,2000000,inf,194,139,0.3390738711323796,0.303127599588589,3.5946271543790598
oof_por_fold,0.05,0.1,0,1000000.0,3826,2,0.19761205972265045,0.1975705427229491,0.004151699970134093
oof_por_fold,0.05,0.1,1000000,1300000.0,336,7,0.2065767268927747,0.20656566520946149,0.0011061683313218218
oof_por_fold,0.05,0.1,1300000,1500000.0,146,20,0.23825782992045527,0.23965432993461233,-0.13965000141570594
oof_por_fold,0.05,0.1,1500000,2000000.0,176,44,0.3017512513534409,0.30156218634817866,0.018906500526222336
oof_por_fold,0.05,0.1,2000000,inf,194,162,0.3390738711323796,0.3326388872370986,0.6434983895280966
oof_por_fold,0.05,0.2,0,1000000.0,3826,2,0.19761205972265045,0.19753115308683672,0.00809066358137267
oof_por_fold,0.05,0.2,1000000,1300000.0,336,7,0.2065767268927747,0.20657126991372557,0.0005456979049134336
oof_por_fold,0.05,0.2,1300000,1500000.0,146,20,0.23825782992045527,0.24124264493415706,-0.29848150137017915
oof_por_fold,0.05,0.2,1500000,2000000.0,176,44,0.3017512513534409,0.30157671504665834,0.017453630678254672
oof_por_fold,0.05,0.2,2000000,inf,194,162,0.3390738711323796,0.3264717919238814,1.2602079208498151
oof_por_fold,0.05,0.25,0,1000000.0,3826,2,0.19761205972265045,0.19751225643055306,0.009980329209738348
oof_por_fold,0.05,0.25,1000000,1300000.0,336,7,0.2065767268927747,0.20658032189485698,-0.00035950020822739237
oof_por_fold,0.05,0.25,1300000,1500000.0,146,20,0.23825782992045527,0.24210757113666181,-0.38497412162065425
oof_por_fold,0.05,0.25,1500000,2000000.0,176,44,0.3017512513534409,0.3016603339445224,0.009091740891847833
oof_por_fold,0.05,0.25,2000000,inf,194,162,0.3390738711323796,0.32349351636868096,1.5580354763698623
oof_por_fold,0.05,0.3333333333333333,0,1000000.0,3826,2,0.19761205972265045,0.19748194499455932,0.013011472809112967
oof_por_fold,0.05,0.3333333333333333,1000000,1300000.0,336,7,0.2065767268927747,0.20660466541927086,-0.0027938526496157357
oof_por_fold,0.05,0.3333333333333333,1300000,1500000.0,146,20,0.23825782992045527,0.24365222841863837,-0.5394398498183101
oof_por_fold,0.05,0.3333333333333333,1500000,2000000.0,176,44,0.3017512513534409,0.30191267783639136,-0.016142648295047746
oof_por_fold,0.05,0.3333333333333333,2000000,inf,194,162,0.3390738711323796,0.31869249744716677,2.038137368521281
oof_por_fold,0.05,0.5,0,1000000.0,3826,2,0.19761205972265045,0.19742576074948698,0.01862989731634679
oof_por_fold,0.05,0.5,1000000,1300000.0,336,7,0.2065767268927747,0.20668804863531642,-0.011132174254172011
oof_por_fold,0.05,0.5,1300000,1500000.0,146,20,0.23825782992045527,0.24711926394472936,-0.8861434024274084
oof_por_fold,0.05,0.5,1500000,2000000.0,176,44,0.3017512513534409,0.3028395172647281,-0.10882659112871895
oof_por_fold,0.05,0.5,2000000,inf,194,162,0.3390738711323796,0.309734418805948,2.9339452326431594
oof_por_fold,0.05,0.75,0,1000000.0,3826,2,0.19761205972265045,0.19735259017682977,0.02594695458206786
oof_por_fold,0.05,0.75,1000000,1300000.0,336,7,0.2065767268927747,0.20689974445902198,-0.032301756624728006
oof_por_fold,0.05,0.75,1300000,1500000.0,146,20,0.23825782992045527,0.253223927287841,-1.4966097367385718
oof_por_fold,0.05,0.75,1500000,2000000.0,176,44,0.3017512513534409,0.3052740836006324,-0.3522832247191521
oof_por_fold,0.05,0.75,2000000,inf,194,162,0.3390738711323796,0.2980489142173656,4.102495691501396
oof_por_fold,0.05,1.0,0,1000000.0,3826,2,0.19761205972265045,0.19729275953835387,0.03193001842965726
oof_por_fold,0.05,1.0,1000000,1300000.0,336,7,0.2065767268927747,0.20721509071441627,-0.06383638216415632
oof_por_fold,0.05,1.0,1300000,1500000.0,146,20,0.23825782992045527,0.260344687322735,-2.2086857402279754
oof_por_fold,0.05,1.0,1500000,2000000.0,176,44,0.3017512513534409,0.30893435512862233,-0.7183103775181443
