iteracoes,rmspe_ate_355k,rmspe_ate_355k_calibrado_cf,fator_calibracao_final,fator_min_fold,fator_max_fold,duracao_treino_max_cv_segundos
600,0.20984909574361493,0.18900808414527334,0.9144885199184192,0.9081924015276297,0.9174830651071977,334.55224190000445
400,0.2093931661652344,0.18903261317007167,0.9153958966769392,0.9090914196604538,0.9186041862383777,334.55224190000445
800,0.21078891387319112,0.1892377426703118,0.9130733927069855,0.9067163006002462,0.9159127272830707,334.55224190000445
1200,0.2117792715599899,0.18928906819886518,0.9113126407673844,0.9050138101852636,0.9139237363528634,334.55224190000445
1000,0.21135561889200752,0.1893475210079701,0.9121880122772872,0.9058211325450323,0.914954320333127,334.55224190000445
