quantidade_modelos,sementes,rmspe_cv,desvio_rmspe_cv,rmspe_fold_1,rmspe_fold_2,rmspe_fold_3,rmspe_fold_4,rmspe_fold_5
1,42,0.2333805716464999,0.012780713031016728,0.24149842966248994,0.25402199945976595,0.21851195249706223,0.22453605148692,0.22833442512626118
3,"42,52,62",0.23359753930856328,0.013568525207395573,0.24160988906072364,0.2556540316628803,0.21766719153269498,0.2236898694507048,0.22936671483581264
5,"42,52,62,72,82",0.23365617922779772,0.013726679094608212,0.2421062540244575,0.25578260799025615,0.2176055618741926,0.22339298792506915,0.2293934843250132
4,"42,52,62,72",0.23373218484008879,0.013806813249070883,0.24208599451532567,0.2561044870453153,0.21764352671988912,0.2235098419367079,0.22931707398320605
2,"42,52",0.23407025892792127,0.013609192594726075,0.24300627373362393,0.255720924322565,0.2181227088017422,0.22392487338415418,0.229576514397521
