nome,familia,limite_preco,quantidade,rmspe_bruto,rmspe_calibrado_cf
ref_xgb_raw_sub950,referencia,600000,1913,0.4091033544749771,0.37596091141789817
ref_xgb_raw_sub950,referencia,740000,1413,0.2761015864195748,0.2562796969825758
ref_xgb_raw_sub950,referencia,830000,1174,0.23124529864048363,0.22011153376347917
ref_xgb_raw_sub950,referencia,950000,947,0.20731054140923988,0.20580678599050137
ref_xgb_raw_sub950,referencia,1000000,852,0.20282913807256497,0.20530472823074936
ref_xgb_raw_sub950,referencia,1300000,516,0.2295765787596733,0.23944510429252527
ref_xgb_raw_sub950,referencia,1500000,370,0.23407065398033308,0.24828572241156152
ref_xgb_raw_sub950,referencia,2000000,194,0.2480088045526277,0.2645529527213559
ref_lgb_raw_sub950,referencia,600000,1913,0.4077945654659322,0.3750298353030004
ref_lgb_raw_sub950,referencia,740000,1413,0.277291356682999,0.25757466010950947
ref_lgb_raw_sub950,referencia,830000,1174,0.23505971191180905,0.22398644105934615
ref_lgb_raw_sub950,referencia,950000,947,0.21283107579455984,0.21118102043520065
ref_lgb_raw_sub950,referencia,1000000,852,0.2099972396429379,0.21222215683159304
ref_lgb_raw_sub950,referencia,1300000,516,0.2366570666253754,0.24600356756294753
ref_lgb_raw_sub950,referencia,1500000,370,0.24470390929569366,0.2583995803889805
ref_lgb_raw_sub950,referencia,2000000,194,0.2591939205734078,0.2757248624261324
ref_arvores_corr30,referencia,600000,1913,0.22462293743530487,0.22908136353076386
ref_arvores_corr30,referencia,740000,1413,0.23286656489540725,0.23183860455652766
ref_arvores_corr30,referencia,830000,1174,0.23730896220007006,0.22948363704120003
ref_arvores_corr30,referencia,950000,947,0.24446087435054198,0.22875282442116596
ref_arvores_corr30,referencia,1000000,852,0.24998558683131797,0.2288188605330607
ref_arvores_corr30,referencia,1300000,516,0.27824118840781303,0.24611069249401682
ref_arvores_corr30,referencia,1500000,370,0.29723908044496117,0.25714301788404953
ref_arvores_corr30,referencia,2000000,194,0.3153256559061803,0.2707471768249215
xgb_thr900,xgb,600000,1913,0.3618682587965524,0.3460054825625632
xgb_thr900,xgb,740000,1413,0.2531808057276089,0.24441456508018625
xgb_thr900,xgb,830000,1174,0.21844644832720236,0.2142160004275148
xgb_thr900,xgb,950000,947,0.20280923727288508,0.20334830942573925
xgb_thr900,xgb,1000000,852,0.2021435020294705,0.20442930985919033
xgb_thr900,xgb,1300000,516,0.23225879028524551,0.2381700845559816
xgb_thr900,xgb,1500000,370,0.23780349031766293,0.24598657370489083
xgb_thr900,xgb,2000000,194,0.25170657959123155,0.26096702984411524
xgb_thr950,xgb,600000,1913,0.4091033544749771,0.37596091141789817
xgb_thr950,xgb,740000,1413,0.2761015864195748,0.2562796969825758
xgb_thr950,xgb,830000,1174,0.23124529864048363,0.22011153376347917
xgb_thr950,xgb,950000,947,0.20731054140923985,0.20580678599050137
xgb_thr950,xgb,1000000,852,0.20282913807256497,0.20530472823074936
xgb_thr950,xgb,1300000,516,0.2295765787596733,0.23944510429252527
xgb_thr950,xgb,1500000,370,0.23407065398033308,0.24828572241156152
xgb_thr950,xgb,2000000,194,0.2480088045526277,0.264552952721356
xgb_thr1000,xgb,600000,1913,0.4675008064981218,0.40053207668907037
xgb_thr1000,xgb,740000,1413,0.31059240048907105,0.26746371066891816
xgb_thr1000,xgb,830000,1174,0.256252654411064,0.2286981157025668
xgb_thr1000,xgb,950000,947,0.21836827563049585,0.20957698854358564
xgb_thr1000,xgb,1000000,852,0.20505225431270527,0.20558054736864392
xgb_thr1000,xgb,1300000,516,0.22294712307202755,0.24025456016849664
xgb_thr1000,xgb,1500000,370,0.22606216452770622,0.2520212951217938
xgb_thr1000,xgb,2000000,194,0.2408415060592498,0.27179767114380526
xgb_thr1100,xgb,600000,1913,0.5191763607673057,0.4152279883303656
xgb_thr1100,xgb,740000,1413,0.34703007921998075,0.27689441636482387
xgb_thr1100,xgb,830000,1174,0.28259263655954237,0.2350416998867814
xgb_thr1100,xgb,950000,947,0.23568040487752082,0.21554612123793135
xgb_thr1100,xgb,1000000,852,0.21618555740331613,0.21052277167815364
xgb_thr1100,xgb,1300000,516,0.21855618236145075,0.24273805946056012
xgb_thr1100,xgb,1500000,370,0.21663496430047893,0.25470910254061063
xgb_thr1100,xgb,2000000,194,0.2319972071559053,0.27815466228373276
xgb_d3_mc3_i1000,xgb,600000,1913,0.4102928326199917,0.3807120639790409
xgb_d3_mc3_i1000,xgb,740000,1413,0.27502264473924987,0.25744196152661153
xgb_d3_mc3_i1000,xgb,830000,1174,0.2310369597048667,0.22123746356478158
xgb_d3_mc3_i1000,xgb,950000,947,0.2065142134556156,0.20547773560677454
xgb_d3_mc3_i1000,xgb,1000000,852,0.2020836598050958,0.20465956359951892
xgb_d3_mc3_i1000,xgb,1300000,516,0.22992865347196395,0.23933814178774726
xgb_d3_mc3_i1000,xgb,1500000,370,0.23821755479335113,0.2511249864309199
xgb_d3_mc3_i1000,xgb,2000000,194,0.2534303264196106,0.2682662042526164
xgb_d3_mc5_i1000,xgb,600000,1913,0.40043731133721433,0.3746914290416597
xgb_d3_mc5_i1000,xgb,740000,1413,0.273067941763273,0.2578896066696548
xgb_d3_mc5_i1000,xgb,830000,1174,0.22934746053528313,0.22115288877230851
xgb_d3_mc5_i1000,xgb,950000,947,0.20658062543373434,0.20617598313982383
xgb_d3_mc5_i1000,xgb,1000000,852,0.20256831205394446,0.20535057716088037
xgb_d3_mc5_i1000,xgb,1300000,516,0.23090990102404463,0.2397608976987953
xgb_d3_mc5_i1000,xgb,1500000,370,0.23839145195752112,0.25056052027469305
xgb_d3_mc5_i1000,xgb,2000000,194,0.25673953078284495,0.27043680644627255
xgb_d4_mc3_i1000,xgb,600000,1913,0.4287767861292077,0.386518319348564
xgb_d4_mc3_i1000,xgb,740000,1413,0.28358170577325076,0.2579378629619594
xgb_d4_mc3_i1000,xgb,830000,1174,0.23716361072693237,0.22209658128711757
xgb_d4_mc3_i1000,xgb,950000,947,0.2090607873133339,0.20594546426312588
xgb_d4_mc3_i1000,xgb,1000000,852,0.2041646932469902,0.2058585252206881
xgb_d4_mc3_i1000,xgb,1300000,516,0.22857835136281413,0.23905162952031248
xgb_d4_mc3_i1000,xgb,1500000,370,0.23082847446418178,0.24639749873352715
xgb_d4_mc3_i1000,xgb,2000000,194,0.238732346372259,0.2579251457536893
xgb_d4_mc10_i1000,xgb,600000,1913,0.39977441219985915,0.369526724089059
xgb_d4_mc10_i1000,xgb,740000,1413,0.2736687188079954,0.2556573174949724
xgb_d4_mc10_i1000,xgb,830000,1174,0.23046519916117397,0.22053154977532713
xgb_d4_mc10_i1000,xgb,950000,947,0.20868606915456234,0.2076097430442566
xgb_d4_mc10_i1000,xgb,1000000,852,0.20567818350759715,0.2081158154892112
xgb_d4_mc10_i1000,xgb,1300000,516,0.22976986663212814,0.239449229054981
xgb_d4_mc10_i1000,xgb,1500000,370,0.23607087280145808,0.24981985154553013
xgb_d4_mc10_i1000,xgb,2000000,194,0.2521116137124539,0.26835130844822064
xgb_d5_mc5_i1000,xgb,600000,1913,0.4310858071560174,0.3856080553052159
xgb_d5_mc5_i1000,xgb,740000,1413,0.28702756039775623,0.2592571201414108
xgb_d5_mc5_i1000,xgb,830000,1174,0.24055077716472065,0.22401496736310278
xgb_d5_mc5_i1000,xgb,950000,947,0.21147386743328012,0.20777463031799073
xgb_d5_mc5_i1000,xgb,1000000,852,0.20693348142450732,0.20824802270511186
xgb_d5_mc5_i1000,xgb,1300000,516,0.2308644249509846,0.24142989354968045
xgb_d5_mc5_i1000,xgb,1500000,370,0.22902455210671957,0.24551457041720698
xgb_d5_mc5_i1000,xgb,2000000,194,0.23472603381183405,0.25532551838908624
xgb_d5_mc10_i1000,xgb,600000,1913,0.40982661416159316,0.37287514182979686
xgb_d5_mc10_i1000,xgb,740000,1413,0.2778023384022553,0.2555965157831615
xgb_d5_mc10_i1000,xgb,830000,1174,0.23415668464271638,0.22159058477895557
xgb_d5_mc10_i1000,xgb,950000,947,0.2109500002041199,0.20891171762116054
xgb_d5_mc10_i1000,xgb,1000000,852,0.20715479188469801,0.20935117967920625
xgb_d5_mc10_i1000,xgb,1300000,516,0.22987192824781827,0.24038890104502197
xgb_d5_mc10_i1000,xgb,1500000,370,0.2330638079042356,0.24865919457223568
xgb_d5_mc10_i1000,xgb,2000000,194,0.2454727447128506,0.264374748060548
xgb_d4_mc5_i1200,xgb,600000,1913,0.41685566034092014,0.3764162508754702
xgb_d4_mc5_i1200,xgb,740000,1413,0.28077301263805055,0.25639726260916884
xgb_d4_mc5_i1200,xgb,830000,1174,0.23625469819138561,0.2221508732766871
xgb_d4_mc5_i1200,xgb,950000,947,0.2111124768755392,0.20832194669374635
xgb_d4_mc5_i1200,xgb,1000000,852,0.20593940474399153,0.20786100133540716
xgb_d4_mc5_i1200,xgb,1300000,516,0.23017183256739684,0.24065639586293996
xgb_d4_mc5_i1200,xgb,1500000,370,0.23036156308787145,0.24623088374958976
xgb_d4_mc5_i1200,xgb,2000000,194,0.2395613630755987,0.2585792752636148
xgb_features_caras,xgb,600000,1913,0.4101865952240263,0.37053534290476176
xgb_features_caras,xgb,740000,1413,0.2789027958158421,0.254791571123775
xgb_features_caras,xgb,830000,1174,0.2345726759101805,0.22043552245926606
xgb_features_caras,xgb,950000,947,0.2116993204005624,0.20862543895809893
xgb_features_caras,xgb,1000000,852,0.2088222190947663,0.21008056082010645
xgb_features_caras,xgb,1300000,516,0.22745482293167832,0.23819170088147015
xgb_features_caras,xgb,1500000,370,0.2307144930839675,0.24636974074353601
xgb_features_caras,xgb,2000000,194,0.24259061724335415,0.2609132857677182
xgb_target_encoding,xgb,600000,1913,0.41454407288187994,0.37872408896111637
xgb_target_encoding,xgb,740000,1413,0.2777617143845918,0.25621093441539644
xgb_target_encoding,xgb,830000,1174,0.23119333483016152,0.21900974458434064
xgb_target_encoding,xgb,950000,947,0.2065549032599108,0.20498708755285724
xgb_target_encoding,xgb,1000000,852,0.20155231028734397,0.20430289527236012
xgb_target_encoding,xgb,1300000,516,0.22728610034169205,0.23791733307907667
xgb_target_encoding,xgb,1500000,370,0.23048606702884525,0.24585299368502075
xgb_target_encoding,xgb,2000000,194,0.2452650996192471,0.26230036855024547
xgb_features_caras_te,xgb,600000,1913,0.41410824526496864,0.3737242974299929
xgb_features_caras_te,xgb,740000,1413,0.2798625190970831,0.2552118016990986
xgb_features_caras_te,xgb,830000,1174,0.23297586222305658,0.21853974187988798
xgb_features_caras_te,xgb,950000,947,0.2096196511059263,0.20654767745464558
xgb_features_caras_te,xgb,1000000,852,0.2063477031908915,0.20772813093303946
xgb_features_caras_te,xgb,1300000,516,0.2220450014805039,0.233432330111156
xgb_features_caras_te,xgb,1500000,370,0.2243893402520123,0.24105416693982937
xgb_features_caras_te,xgb,2000000,194,0.23785322684520457,0.2562684540636936
lgb_thr900,lgb,600000,1913,0.3573482881446492,0.343391709296103
lgb_thr900,lgb,740000,1413,0.25340170664616,0.24566846460462766
lgb_thr900,lgb,830000,1174,0.22244876631639876,0.21860656142599524
lgb_thr900,lgb,950000,947,0.20907611326260037,0.20926008339667163
lgb_thr900,lgb,1000000,852,0.20963765197423698,0.21139750402125665
lgb_thr900,lgb,1300000,516,0.2399008465938242,0.2446880152130979
lgb_thr900,lgb,1500000,370,0.2501776071698126,0.25690909514080473
lgb_thr900,lgb,2000000,194,0.2674613228321304,0.27539737961049837
lgb_thr950,lgb,600000,1913,0.4077945654659322,0.3750298353030004
lgb_thr950,lgb,740000,1413,0.277291356682999,0.2575746601095094
lgb_thr950,lgb,830000,1174,0.23505971191180902,0.22398644105934615
lgb_thr950,lgb,950000,947,0.21283107579455984,0.2111810204352006
lgb_thr950,lgb,1000000,852,0.20999723964293793,0.21222215683159304
lgb_thr950,lgb,1300000,516,0.2366570666253754,0.24600356756294753
lgb_thr950,lgb,1500000,370,0.24470390929569366,0.25839958038898053
lgb_thr950,lgb,2000000,194,0.2591939205734078,0.2757248624261324
lgb_thr1000,lgb,600000,1913,0.45954887810648,0.3934288451153332
lgb_thr1000,lgb,740000,1413,0.3130329839900004,0.26994816792608894
lgb_thr1000,lgb,830000,1174,0.2595333168682964,0.2322159032894757
lgb_thr1000,lgb,950000,947,0.22373259181627805,0.21493619418587018
lgb_thr1000,lgb,1000000,852,0.21064437721750376,0.21141457838360111
lgb_thr1000,lgb,1300000,516,0.22494674545242374,0.24372854450781534
lgb_thr1000,lgb,1500000,370,0.23329147472090095,0.2599855589300705
lgb_thr1000,lgb,2000000,194,0.2558319461226082,0.28664520328653237
lgb_thr1100,lgb,600000,1913,0.5168203698668279,0.4129265096769986
lgb_thr1100,lgb,740000,1413,0.35018408454312455,0.2794082473324566
lgb_thr1100,lgb,830000,1174,0.2859495939601157,0.23779747648559893
lgb_thr1100,lgb,950000,947,0.2380697279871992,0.21778854359731084
lgb_thr1100,lgb,1000000,852,0.21896786208501576,0.21323680679132473
lgb_thr1100,lgb,1300000,516,0.22123417532151407,0.24634304372248442
lgb_thr1100,lgb,1500000,370,0.2255109848509438,0.26400951673730705
lgb_thr1100,lgb,2000000,194,0.24892295080481394,0.2947856008479538
lgb_l15_d5_mc40_i600,lgb,600000,1913,0.4002280134203684,0.37213416947893047
lgb_l15_d5_mc40_i600,lgb,740000,1413,0.2760494010321415,0.2592794488484956
lgb_l15_d5_mc40_i600,lgb,830000,1174,0.23358381422316904,0.2243404613804461
lgb_l15_d5_mc40_i600,lgb,950000,947,0.21068197433233926,0.2098098819209506
lgb_l15_d5_mc40_i600,lgb,1000000,852,0.20857054011485107,0.21100344397669651
lgb_l15_d5_mc40_i600,lgb,1300000,516,0.23122428762018246,0.2403567722603435
lgb_l15_d5_mc40_i600,lgb,1500000,370,0.2448094428631392,0.25715998672558016
lgb_l15_d5_mc40_i600,lgb,2000000,194,0.26634642562129457,0.2808388133224388
lgb_l31_d7_mc20_i600,lgb,600000,1913,0.42308382074429185,0.37824523903184826
lgb_l31_d7_mc20_i600,lgb,740000,1413,0.28251997611704743,0.25531417009003987
lgb_l31_d7_mc20_i600,lgb,830000,1174,0.24059894568799814,0.2245905270106444
lgb_l31_d7_mc20_i600,lgb,950000,947,0.2163285539684669,0.2124535587175243
lgb_l31_d7_mc20_i600,lgb,1000000,852,0.2128435499817371,0.2139843066679473
lgb_l31_d7_mc20_i600,lgb,1300000,516,0.23578034618847907,0.24609129020911844
lgb_l31_d7_mc20_i600,lgb,1500000,370,0.23619703082837745,0.2528861191882092
lgb_l31_d7_mc20_i600,lgb,2000000,194,0.24588044864060257,0.2666814258605434
lgb_l31_d7_mc40_i600,lgb,600000,1913,0.40780096203508887,0.3763297277801017
lgb_l31_d7_mc40_i600,lgb,740000,1413,0.27872049889774847,0.2597314328142294
lgb_l31_d7_mc40_i600,lgb,830000,1174,0.23454080255046564,0.22386731064896379
lgb_l31_d7_mc40_i600,lgb,950000,947,0.20902464152667022,0.20762200452636048
lgb_l31_d7_mc40_i600,lgb,1000000,852,0.20694833612840233,0.20913100934101242
lgb_l31_d7_mc40_i600,lgb,1300000,516,0.22837383077295823,0.23806311043901104
lgb_l31_d7_mc40_i600,lgb,1500000,370,0.2405709182557562,0.2539605419582708
lgb_l31_d7_mc40_i600,lgb,2000000,194,0.2612356771829078,0.27700146515364643
lgb_l63_d8_mc20_i600,lgb,600000,1913,0.4260874752947898,0.3783215949051653
lgb_l63_d8_mc20_i600,lgb,740000,1413,0.2834017581325859,0.2543590307267914
lgb_l63_d8_mc20_i600,lgb,830000,1174,0.2414355245399987,0.22416455452734477
lgb_l63_d8_mc20_i600,lgb,950000,947,0.2167204575677485,0.21227515380338102
lgb_l63_d8_mc20_i600,lgb,1000000,852,0.21203270343896943,0.21299944100022686
lgb_l63_d8_mc20_i600,lgb,1300000,516,0.23294939606020296,0.24384504040227395
lgb_l63_d8_mc20_i600,lgb,1500000,370,0.23409709355421213,0.2514607926010656
lgb_l63_d8_mc20_i600,lgb,2000000,194,0.2436846644334708,0.26529191304570937
lgb_l63_d8_mc40_i800,lgb,600000,1913,0.41201126099995444,0.3757068779711615
lgb_l63_d8_mc40_i800,lgb,740000,1413,0.28136584426127387,0.259373204383334
lgb_l63_d8_mc40_i800,lgb,830000,1174,0.23795355510482677,0.2253048102643502
lgb_l63_d8_mc40_i800,lgb,950000,947,0.21153440309906948,0.20934456571295865
lgb_l63_d8_mc40_i800,lgb,1000000,852,0.20956414271328713,0.21140570466882377
lgb_l63_d8_mc40_i800,lgb,1300000,516,0.2282456618364396,0.23858500354695028
lgb_l63_d8_mc40_i800,lgb,1500000,370,0.2388843322899368,0.25323124527249335
lgb_l63_d8_mc40_i800,lgb,2000000,194,0.25500525254581585,0.27249879858889015
lgb_features_caras,lgb,600000,1913,0.40862846466677555,0.36954485172845314
lgb_features_caras,lgb,740000,1413,0.280025978276526,0.2562522935583005
lgb_features_caras,lgb,830000,1174,0.23678673309622247,0.22299743458256335
lgb_features_caras,lgb,950000,947,0.21445338202910366,0.2112948552898399
lgb_features_caras,lgb,1000000,852,0.21263999250972235,0.21367434851895212
lgb_features_caras,lgb,1300000,516,0.23092400492749213,0.24149830181121826
lgb_features_caras,lgb,1500000,370,0.23763341001956992,0.2532414474249556
lgb_features_caras,lgb,2000000,194,0.25358298427347653,0.2719174331181465
lgb_target_encoding,lgb,600000,1913,0.40914758961711484,0.3743400064448658
lgb_target_encoding,lgb,740000,1413,0.2772317195420367,0.25648780144086625
lgb_target_encoding,lgb,830000,1174,0.23257670586969337,0.22114054559348031
lgb_target_encoding,lgb,950000,947,0.21194970927658496,0.21050882965773154
lgb_target_encoding,lgb,1000000,852,0.20751533049100493,0.2103744883665161
lgb_target_encoding,lgb,1300000,516,0.2337192467016036,0.244031758080531
lgb_target_encoding,lgb,1500000,370,0.23730260948281415,0.2528013821989697
lgb_target_encoding,lgb,2000000,194,0.25502698292497333,0.2719979040648523
lgb_features_caras_te,lgb,600000,1913,0.4040937227979676,0.36153318563353914
lgb_features_caras_te,lgb,740000,1413,0.27905244105794397,0.25296571016568137
lgb_features_caras_te,lgb,830000,1174,0.23636253066773052,0.2210334476643298
lgb_features_caras_te,lgb,950000,947,0.21603729809765457,0.21204128855327375
lgb_features_caras_te,lgb,1000000,852,0.21410088992229268,0.214629094172076
lgb_features_caras_te,lgb,1300000,516,0.22793765199596971,0.23927232959229416
lgb_features_caras_te,lgb,1500000,370,0.23211600155770146,0.24964972018440257
lgb_features_caras_te,lgb,2000000,194,0.24877012408114968,0.268713049684061
