semente,rmspe_950,rmspe_1300,duracao_segundos,rmspe_fold_1,rmspe_fold_2,rmspe_fold_3,rmspe_fold_4,rmspe_fold_5
7,0.20288062718180494,0.23168599807105925,3.3247152999974787,0.22099839065307833,0.2024917610522979,0.1998333938629494,0.18576878098154306,0.201093499249632
42,0.19340710284082058,0.22024126456535068,2.5010188999876846,0.16616643266738562,0.2014466587112768,0.20593863049635092,0.2001272488718131,0.18979547125120738
2026,0.19807834246055991,0.22757752754502178,2.6474953000142705,0.19024041765700417,0.19950768563851398,0.1982056190018223,0.22121290923433776,0.1807999864060749
