nome,familia,rmspe_global_bruto,rmspe_950_bruto,rmspe_950_calibrado_cf,rmspe_1300_bruto,rmspe_1300_calibrado_cf,fator_final_950,fator_min_fold,fator_max_fold,media_razao_950_bruto,rmspe_fold_1,rmspe_fold_2,rmspe_fold_3,rmspe_fold_4,rmspe_fold_5,duracao_segundos
ref_xgb_thr900,referencia,1.5301617327750092,0.20280923727288508,0.20334830942573925,0.23225879028524551,0.2381700845559816,0.981088252454083,0.9695115032516753,0.9938191521345857,0.9777151397029109,0.16854979461943626,0.20835414634546032,0.21577559292214785,0.21663718792892195,0.202652837892957,0.0
xgb_thr875,xgb,1.5291407486889195,0.20406693507335769,0.2047696021897022,0.23500717816214095,0.23942766231706633,0.9866044772647665,0.9762598045165538,0.9974086643954765,0.9715477779290884,0.16998147700916397,0.20870449351167564,0.21993810561067015,0.21715419004651815,0.20334174688557807,1.7828544999938458
xgb900_target_encoding,xgb900,1.5500502100297826,0.2040273082094711,0.20477829232691672,0.23244443551297375,0.23911345775477205,0.9788736499692805,0.9665836371521882,0.9938765897159797,0.979513006319507,0.17666828605120088,0.20841812242861582,0.21414643087959231,0.21808179013257253,0.20311055653831508,2.125460800016299
ref_xgb_te950,referencia,1.7853709900425754,0.2065549032599108,0.20498708755285724,0.22728610034169205,0.23791733307907667,0.9626742602168382,0.9505990019728678,0.9782361873137748,0.9959510517473653,0.18363685321131315,0.20590689020061817,0.2129583529922873,0.2234375752209296,0.19563142731019265,0.0
xgb_thr925,xgb,1.7013658194363412,0.2063660669062291,0.2053449706857726,0.2305331834917995,0.23991477131078523,0.9673057961511637,0.9547683267148104,0.980705280721493,0.9909048815035127,0.17439180545645785,0.2100654711188199,0.2148620451165561,0.22287491313283944,0.19989342584189096,1.5171139999874867
xgb900_d3_mc3_i1000,xgb900,1.5590545807773,0.20475415287125295,0.20556548802291816,0.2367597438585335,0.24200169386648515,0.9848340126631604,0.9735139719524896,0.997139775590416,0.973060416291607,0.17428574121114937,0.21415206019858654,0.21579618744589288,0.21840765219181757,0.20063394260813436,1.6846435000188649
xgb900_d4_mc3_i1000,xgb900,1.5727140977518101,0.20611134159915204,0.205700087848937,0.2341169936999756,0.24129470777475961,0.9717527054276016,0.9595550692962643,0.9847882939889236,0.9861849311196133,0.1705918038907218,0.2119568327796342,0.21920723564422095,0.21876589704825972,0.2029696284951361,1.908026899996912
xgb900_i1200,xgb900,1.5280735256194995,0.2059729995595659,0.2057990469060362,0.2336359445105578,0.2406559894836036,0.9729084505764348,0.9606309661893908,0.986643586866158,0.9850034700511973,0.16864078595207257,0.20913734853878624,0.2192464598525462,0.22163490278432782,0.20500082835024291,2.2935963999771047
xgb900_d4_mc10_i1000,xgb900,1.4585769001292717,0.20512237734340744,0.20588404585371378,0.23402607620425056,0.23899641183491016,0.9854123132550291,0.9740028641227834,0.9973045581673655,0.9723186634111693,0.17427271526682844,0.20943545307965705,0.21717977231605196,0.2181393319344569,0.20652368267417082,1.8597219999937806
xgb900_d5_mc5_i1000,xgb900,1.5533971988116315,0.20733821369765515,0.20652482914902598,0.23307116778664588,0.24051083003554075,0.9685500416748325,0.9563634745333688,0.9824044979000692,0.9891290479902725,0.16700674491930315,0.20990585343372947,0.2206062450789057,0.22149950537355534,0.20795452617657906,2.286725899990415
ref_xgb_feat_te950,referencia,1.7415617689853398,0.2096196511059263,0.20654767745464558,0.2220450014805039,0.233432330111156,0.9582779463094052,0.9498049665829573,0.9704755296830833,0.9995798829156848,0.18126960065482697,0.22687467661302432,0.21463238928741185,0.2084845546151392,0.19667497616698387,0.0
lgb900_l31_d7_mc40_i600,lgb900,1.5411831896428745,0.2065853353978987,0.20685928249207802,0.2332065789114214,0.23853656941201878,0.9826745062576925,0.9713540560555107,0.9917910871690461,0.9745039379882419,0.17310877095398833,0.21205215500904154,0.21810502993257183,0.21540664188343675,0.21166289383286568,1.0675377000006847
xgb900_features_caras_te,xgb900,1.5412898207936274,0.20759696332209562,0.2069988289024504,0.22946095514154086,0.237178245720944,0.9723531531287871,0.9626176171990608,0.9841985326854946,0.9849072988066567,0.1792831190568239,0.2284484426743728,0.21445003589264974,0.20545495218850937,0.20251582584041186,2.3229292999894824
xgb_thr850,xgb,1.4351063638118555,0.205926077237569,0.20700130992236354,0.24014053608881047,0.2417590994038183,0.9986354844885429,0.9877716232691085,1.0079342427878264,0.958904678848458,0.17393912651434115,0.21235152465051285,0.22293986531978446,0.21260783297737945,0.2092421772572826,3.3024482000037096
ref_lgb31_950,referencia,1.7382456751834732,0.20902464152667022,0.20762200452636048,0.22837383077295823,0.23806311043901104,0.9667823697305103,0.9538665110539709,0.9774031360461736,0.9903355936233669,0.1790793462062178,0.21011778629912406,0.21563777686897903,0.22143645182056862,0.20850557360476174,0.0
lgb900_l63_d8_mc40_i800,lgb900,1.5261738453464915,0.20858567404908263,0.20854099237687046,0.23440983620904934,0.24023417364002336,0.9787198509861887,0.9668622056237487,0.9881011844640407,0.977751102246565,0.1765448018750321,0.21148118121187837,0.22170179922077318,0.21716739183369455,0.2122597454518353,1.5223649000108708
xgb900_features_caras,xgb900,1.5374825204960194,0.2094011568873282,0.20860764013304509,0.2314746002960438,0.2385889796400966,0.9739706561162857,0.9663860914859831,0.9831600746589334,0.9824059319345271,0.16874030964136935,0.23463899870710062,0.21897757447627866,0.20830312819254748,0.2045492094483226,1.8307366999797523
lgb900_features_caras_te,lgb900,1.578678421340444,0.2110507101508851,0.21037796577573378,0.2343769390628619,0.24114516739335407,0.9741560778475646,0.9632964208176404,0.9819246383579616,0.9814962513967467,0.18458172255017552,0.2255302697147144,0.21992658365732762,0.20473559510244654,0.21385309339857347,1.104444800002966
