limite,rmspe,quantidade_especialista,fracao_especialista
750000.0,0.22243848097792276,3352,0.7165455322787516
760000.0,0.22247556563838589,3364,0.7191107310816588
761000.0,0.22249675032823146,3365,0.7193244976485678
762000.0,0.22252901912499234,3366,0.7195382642154767
765000.0,0.22254341834301083,3369,0.7201795639162035
767000.0,0.2225473381616913,3370,0.7203933304831125
770000.0,0.22263840818644084,3381,0.7227447627191107
775000.0,0.22266096239406724,3383,0.7231722958529286
774800.0,0.22267080371406603,3382,0.7229585292860197
776000.0,0.2227988756579332,3386,0.7238135955536554
778000.0,0.2228050425480811,3387,0.7240273621205643
780000.0,0.22309590297993834,3404,0.7276613937580162
787000.0,0.22310225070411066,3405,0.7278751603249252
806650.0,0.22326365292403688,3482,0.7443351859769132
800000.0,0.223269310184696,3481,0.7441214194100043
810000.0,0.22328103541227295,3486,0.7451902522445489
816000.0,0.22336511442544552,3489,0.7458315519452757
814000.0,0.22337040068806427,3488,0.7456177853783669
819107.0,0.22337695288761175,3490,0.7460453185121847
790000.0,0.22338128866223939,3428,0.7327917913638307
791574.0,0.2233851413604796,3429,0.7330055579307396
795000.0,0.22338608266977136,3432,0.7336468576314664
799000.0,0.22341349402083216,3437,0.7347156904660112
797000.0,0.2234325054883369,3434,0.7340743907652844
796000.0,0.22343551781166351,3433,0.7338606241983754
798000.0,0.2234359744145374,3436,0.7345019238991022
822000.0,0.22353776928399785,3504,0.7490380504489098
820000.0,0.22357237698289234,3502,0.7486105173150919
820777.0,0.22360217560944667,3503,0.7488242838820008
830000.0,0.22362523069551551,3515,0.7513894826849081
831000.0,0.22372017055218782,3517,0.751817015818726
835000.0,0.2237212395246583,3518,0.7520307823856349
836000.0,0.22372268921725919,3519,0.7522445489525438
840000.0,0.22390233582192892,3532,0.75502351432236
845000.0,0.2239064083256006,3534,0.7554510474561779
849000.0,0.2239187860885397,3535,0.7556648140230868
867833.0,0.22407276033993279,3609,0.771483539974348
865000.0,0.22407536295686414,3608,0.7712697734074391
860000.0,0.22409839049386673,3605,0.7706284737067123
850000.0,0.22411087433645008,3596,0.7687045746045319
863000.0,0.22411710285156874,3607,0.7710560068405301
868000.0,0.22413483321382277,3610,0.7716973065412569
870000.0,0.22414798287249077,3622,0.7742625053441642
875735.0,0.22414947819903866,3623,0.7744762719110732
880000.0,0.2242412067676792,3629,0.7757588713125267
885000.0,0.2242419163514955,3630,0.7759726378794357
886000.0,0.2242792762253274,3632,0.7764001710132535
890000.0,0.22441729071269556,3653,0.7808892689183412
895000.0,0.22443606904161104,3657,0.781744335185977
894000.0,0.22444815880240038,3654,0.7811030354852501
940000.0,0.22492242491628328,3727,0.7967079948696024
931000.0,0.22492967844534173,3724,0.7960666951688756
900000.0,0.2249434639913539,3706,0.7922188969645148
905000.0,0.22495100198808504,3708,0.7926464300983326
912000.0,0.22496666270584448,3710,0.7930739632321505
915000.0,0.22496749025445656,3711,0.7932877297990595
948000.0,0.2249724643977462,3730,0.7973492945703292
945000.0,0.22497299294194045,3729,0.7971355280034202
949000.0,0.2249952000566324,3731,0.7975630611372382
918000.0,0.2250067060747085,3712,0.7935014963659683
919900.0,0.2250193989108993,3714,0.7939290294997863
918736.0,0.22504071904217035,3713,0.7937152629328773
920000.0,0.2250510237421222,3715,0.7941427960666951
921000.0,0.22506026128216125,3716,0.7943565626336041
930000.0,0.22512121732221355,3723,0.7958529286019667
950000.0,0.22540218149625987,3779,0.807823856348867
956000.0,0.22541117719599493,3781,0.8082513894826849
955000.0,0.22541201094251034,3780,0.808037622915776
990000.0,0.22541335448788852,3826,0.817870884993587
965000.0,0.22541454391752452,3783,0.8086789226165028
959000.0,0.22542359274363477,3782,0.8084651560495938
985000.0,0.22546603613826835,3808,0.8140230867892262
984657.0,0.22546887032754678,3805,0.8133817870884994
970000.0,0.22546974038010928,3786,0.8093202223172296
980000.0,0.22547202151689946,3804,0.8131680205215904
979900.0,0.22547264985398147,3789,0.8099615220179563
986557.0,0.22547268018598496,3809,0.814236853356135
975000.0,0.22547909084584633,3788,0.8097477554510475
1000000.0,0.22577072386244618,3873,0.827917913638307
1020000.0,0.22590356689884483,3879,0.8292005130397606
1030000.0,0.22591449637101374,3880,0.8294142796066695
1003680.0,0.22591830214211756,3878,0.8289867464728516
1050000.0,0.2260814011215348,3905,0.8347584437793929
1055000.0,0.22613455860447232,3906,0.8349722103463019
1065000.0,0.2261397521408912,3907,0.8351859769132107
1072000.0,0.2262274286891264,3910,0.8358272766139376
1080000.0,0.22623744423776446,3911,0.8360410431808465
1089000.0,0.22624716680706108,3912,0.8362548097477555
1090000.0,0.22625130794569995,3913,0.8364685763146644
1093000.0,0.22625320393877935,3914,0.8366823428815733
1110000.0,0.22732146305867018,3991,0.8531423685335614
1100000.0,0.22732431103938958,3990,0.8529286019666524
1118000.0,0.22736856632957447,3992,0.8533561351004703
1120000.0,0.22737289427741708,3993,0.8535699016673792
1130000.0,0.22738196112616205,3994,0.8537836682342882
1139000.0,0.22740464549948805,3996,0.854211201368106
