iterations,learning_rate,depth,l2_leaf_reg,random_strength,bootstrap_type,bagging_temperature,boosting_type,nome,target,alpha,rmspe_ate_355k,rmspe_ate_355k_calibrado_cf,fator_calibracao_final,fator_calibracao_min_fold,fator_calibracao_max_fold,media_razao_previsto_real_ate_355k,duracao_cv_segundos
1000,0.03,6,5.0,1.0,Bayesian,1.0,Ordered,raw_a300_d6,raw_100k,3.0,0.20601618771589514,0.19215270667578385,0.9290855914205214,0.9231978817024837,0.9311200394992899,1.0366844476035122,251.60283109999
1000,0.03,6,5.0,1.0,Bayesian,1.0,Ordered,raw_a250_d6,raw_100k,2.5,0.21527549279645203,0.193764153706906,0.9122918144654898,0.9063865726333814,0.9146116886718332,1.0550936906256916,254.8955266000048
1000,0.03,6,5.0,1.0,Bayesian,1.0,Ordered,raw_a200_d6,raw_100k,2.0,0.2311419719247835,0.19877889468817134,0.8922461801325526,0.886691993432293,0.8954846829899953,1.0765898218558207,262.39127480000025
