iteracoes,rmspe_ate_355k,rmspe_ate_355k_calibrado_cf,fator_calibracao_final,fator_min_fold,fator_max_fold,duracao_treino_1600_cv_segundos
1000,0.21120419043115277,0.19184500095254547,0.9170511765995119,0.9117776533461517,0.9194760870990509,397.6191845999929
800,0.2106570835842004,0.19194049898140958,0.9183476823725896,0.9130734037439809,0.920894402825841,397.6191845999929
1200,0.21188371347085533,0.19208384322171979,0.9161063609759335,0.9107926671054578,0.9185117724875437,397.6191845999929
1400,0.21233506525692375,0.19219347498556416,0.9153942294591342,0.9100390256157859,0.9176939586836509,397.6191845999929
1600,0.2129610938559091,0.19240355267605094,0.9145132740058902,0.9090814948208898,0.9168024141876413,397.6191845999929
600,0.2108076619440121,0.19265745135409923,0.9193864017505041,0.9142235324840718,0.9222616972037297,397.6191845999929
400,0.21075296197679233,0.1934232088085236,0.9209681596055315,0.915779596996905,0.9239350746601945,397.6191845999929
