modelo,rmspe_kfold,desvio_kfold,rmspe_bloco_id
blend_50,0.2314245708087231,0.006132386270554629,0.21857441145814305
lightgbm,0.23295292468423648,0.00560836963395827,0.2192873915262883
xgboost,0.23222643440871565,0.007253697306784429,0.2200758622278677
