intensidade,rmspe_oof,peso_especialista_medio,peso_especialista_p90
0.0,0.2140663320251017,0.0,0.0
0.4,0.21350652355035316,0.06925477538358435,0.16202009760373856
0.7,0.21329391778287374,0.12119585692127259,0.28353517080654245
1.0,0.21325958681135695,0.17313693845896086,0.40505024400934636
