variante,modelo,rmspe_kfold,desvio_kfold,rmspe_bloco_id,rmspe_fold_1,rmspe_fold_2,rmspe_fold_3,rmspe_fold_4,rmspe_fold_5
com_pesos,blend_50,0.21728531146235017,0.007518684709913592,0.20956749363890617,0.21742688101525,0.22497555581040093,0.21313388492079766,0.20545797027005042,0.22543226529525176
sem_pesos,blend_50,0.2314245708087231,0.006132386270554629,0.21857441145814305,0.22850449841882506,0.23542499154311505,0.23054002586511993,0.22230727254312768,0.24034606567342787
com_pesos,lightgbm,0.21863683462546524,0.006579894355154466,0.2099953505102998,0.22029752225950397,0.22441016225219645,0.21490435783257952,0.20785287512159442,0.2257192556614518
sem_pesos,lightgbm,0.23295292468423648,0.00560836963395827,0.2192873915262883,0.2308329554853849,0.2324075554688889,0.23192147099421953,0.22629895870791825,0.24330368276477085
com_pesos,xgboost,0.21796942888709028,0.00848954490918303,0.21118419874144534,0.21680937569540493,0.2276317158291896,0.21334955320759602,0.20514760768131768,0.22690889202194311
sem_pesos,xgboost,0.23222643440871565,0.007253697306784429,0.2200758622278677,0.228138961114674,0.24057889652566014,0.23183677797935592,0.22109777726878135,0.23947975915510678
