variante,rmspe_peso_direto,rmspe_calibrado_crossfit,peso_medio_crossfit,peso_mediano_crossfit,fracao_peso_zero,fracao_peso_um,intercepto_final,inclinacao_final,tempo_cv_segundos,rmspe_fold_1,rmspe_fold_2,rmspe_fold_3,rmspe_fold_4,rmspe_fold_5
alvo_projetado_01,0.21609744880044754,0.21287300085342017,0.1850928425257682,0.1799007115605573,0.13488670371953826,0.0,-0.45,1.5,60.38959579999573,0.21207394713756914,0.22040654613529978,0.2098579260215929,0.20476989932208947,0.21690399334399166
alvo_exato,0.21351049346954898,0.21346654770923285,0.17301565198401128,0.15527222713919492,0.12013681060282172,0.0,0.07500000000000007,0.45,60.231251000001066,0.21294667786598917,0.22091634885941364,0.20994690913534678,0.2049507863473309,0.21818651330320976
