nome,familia,rmspe_global_bruto,rmspe_950_bruto,rmspe_950_calibrado_cf,rmspe_1300_bruto,rmspe_1300_calibrado_cf,fator_final_950,fator_min_fold,fator_max_fold,media_razao_950_bruto,rmspe_fold_1,rmspe_fold_2,rmspe_fold_3,rmspe_fold_4,rmspe_fold_5,duracao_segundos
xgb_d5_mc5_i1000,xgb,1.7724828476855068,0.21147386743328012,0.20777463031799073,0.2308644249509846,0.24142989354968045,0.9535906730166797,0.9411363063873246,0.9677589542111387,1.0041486865101632,0.1735329727863654,0.21240640163908653,0.2214425143458347,0.2275189550620654,0.1981180298351874,2.8942719999758992
xgb_d4_mc5_i1200,xgb,1.7368226877162976,0.2111124768755392,0.20832194669374635,0.23017183256739684,0.24065639586293996,0.9579207656490097,0.945636667170589,0.9713435753353973,0.9993297572837102,0.1764780299811112,0.21098248028863098,0.22154823944881175,0.2260137601753082,0.20180394463239051,2.8869066999759525
xgb_features_caras,xgb,1.707849906951485,0.2116993204005624,0.20862543895809893,0.22745482293167832,0.23819170088147015,0.9588812660784393,0.9507681443634155,0.9700653453464063,0.9979787076417012,0.17146287173272845,0.2348724747274545,0.2201356855476636,0.21161978941869566,0.19700376235254288,1.95187019999139
xgb_d5_mc10_i1000,xgb,1.713916496327116,0.2109500002041199,0.20891171762116054,0.22987192824781827,0.24038890104502197,0.9610014658051867,0.9478544968891396,0.9751412782806577,0.9959154821644042,0.17821167087582893,0.2101474048503272,0.22014838192001115,0.22834659320063205,0.2031303211545499,2.755127900018124
lgb_thr900,lgb,1.5251265860557777,0.20907611326260037,0.20926008339667163,0.2399008465938242,0.2446880152130979,0.9835152245926534,0.9740951304571939,0.9931319130186673,0.972588815881531,0.17324501138644574,0.21789963843477814,0.22271862821249863,0.21501132083589677,0.21284367627834125,0.6837448000151198
lgb_l63_d8_mc40_i800,lgb,1.7408489538190635,0.21153440309906948,0.20934456571295865,0.2282456618364396,0.23858500354695028,0.9617767984923448,0.9483372500485026,0.9725011963746529,0.994788352177825,0.1787407555501997,0.20991054295266146,0.21854642726379567,0.22239596221555527,0.2137607805101192,1.5437095999950543
xgb_thr1000,xgb,1.9191431203796567,0.21836827563049585,0.20957698854358564,0.22294712307202755,0.24025456016849664,0.9363354743666459,0.9242673362370887,0.9492806997735341,1.0217901671948981,0.17916735725911836,0.21482711746530783,0.22098598403618142,0.2220144246845858,0.20697892508122387,1.507211299991468
lgb_l15_d5_mc40_i600,lgb,1.7047704760223,0.21068197433233926,0.2098098819209506,0.23122428762018246,0.2403567722603435,0.9698089222816801,0.9570001207637315,0.9806240831807331,0.9863181308349017,0.17894761389042185,0.21192251046479232,0.21668276583263735,0.22591802263327104,0.21175844875762137,0.9803776000044309
lgb_target_encoding,lgb,1.7783336767886637,0.21194970927658496,0.21050882965773154,0.2337192467016036,0.244031758080531,0.9630804299873172,0.9485359242722369,0.9773447250411789,0.9931495882392034,0.1889580807291918,0.21380164881728672,0.21077338060904563,0.2298613367546314,0.20586199463839505,1.1145078999979887
lgb_thr950,lgb,1.7333775289597484,0.21283107579455984,0.2111810204352006,0.2366570666253754,0.24600356756294753,0.9655436425390183,0.9535358737778233,0.9769187373634596,0.9900332250421691,0.18308858983848111,0.21667511101531187,0.21751223280219006,0.2268418461623836,0.2079968683259956,0.7289147000119556
ref_lgb_raw_sub950,referencia,1.7333775289597484,0.21283107579455984,0.21118102043520065,0.2366570666253754,0.24600356756294753,0.9655436425390183,0.9535358737778233,0.9769187373634596,0.9900332250421691,0.18308858983848111,0.21667511101531187,0.2175122328021901,0.22684184616238356,0.2079968683259956,0.0
lgb_features_caras,lgb,1.7225497463106316,0.21445338202910366,0.2112948552898399,0.23092400492749213,0.24149830181121826,0.959265224545336,0.9496452441357183,0.9684557403285772,0.99631795006823,0.1765717092974379,0.23050759317159036,0.21823214332133056,0.21156203767010942,0.21431853221074484,0.8003528999979608
lgb_features_caras_te,lgb,1.7145737124069231,0.21603729809765457,0.21204128855327375,0.22793765199596971,0.23927232959229416,0.9551810301855453,0.9444627932889615,0.9636969072038285,1.0002621503373665,0.19166684356086955,0.23115737397223474,0.21385835645152385,0.20954081051759899,0.21070001088375673,1.1698489999980666
lgb_l63_d8_mc20_i600,lgb,1.766333084928127,0.2167204575677485,0.21227515380338102,0.23294939606020296,0.24384504040227395,0.9507263303583114,0.9373836375401771,0.9636161781119298,1.0051252681848946,0.1786343626137273,0.21371677147175458,0.22224846221450842,0.2302755427452347,0.21196467019423473,1.4979343000159133
lgb_l31_d7_mc20_i600,lgb,1.7419516039930192,0.2163285539684669,0.2124535587175243,0.23578034618847907,0.24609129020911844,0.9536730533736064,0.9407828088696499,0.9656942001392284,1.0018701946303725,0.18273304425060835,0.2152765561688905,0.2240379085240648,0.22759311835858306,0.20873836573943264,1.3731531999947038
lgb_thr1000,lgb,1.9022861630902448,0.22373259181627805,0.21493619418587018,0.22494674545242374,0.24372854450781534,0.9362260164234076,0.9235670885594801,0.9472996755538714,1.0193821530679312,0.1908061275415128,0.2178253988622861,0.2213536639011159,0.22541641493012396,0.21694246144088325,0.6408252000110224
xgb_thr1100,xgb,2.0821531022265094,0.23568040487752082,0.21554612123793135,0.21855618236145075,0.24273805946056012,0.9077411565269179,0.8964937930209128,0.9224758724704175,1.051304768214793,0.18568720453035506,0.22359956165006334,0.2239444052295766,0.23387270915348451,0.20563619310086326,1.5025022000190802
lgb_thr1100,lgb,2.093358433757185,0.2380697279871992,0.21778854359731084,0.22123417532151407,0.24634304372248442,0.9076926516317038,0.8966709984842909,0.9206331614778596,1.0501135775193589,0.18964897189524763,0.22819422388290847,0.22352429396304974,0.2297846719111646,0.2138996915829539,0.7265694000234362
ref_arvores_corr30,referencia,0.21550142112688034,0.24446087435054198,0.22875282442116596,0.27824118840781303,0.24611069249401682,1.0998671587201514,1.0921117843092552,1.1125708739958458,0.8619723979164238,0.2114741246281092,0.2342681302655929,0.24098496429550564,0.22535456091346534,0.23043356584433383,0.0
