avaliacao,fracao_top,peso_especialista,quantidade_selecionada,rmspe_base,rmspe_gate,ganho_pp,preco_previsto_minimo_selecionado,preco_real_mediano_selecionado,proporcao_real_acima_1m,proporcao_real_acima_1300,proporcao_real_acima_1500,proporcao_real_acima_2m,ganho_fold_1_pp,ganho_fold_2_pp,ganho_fold_3_pp,ganho_fold_4_pp,ganho_fold_5_pp
oof_por_fold,0.075,0.75,355,0.21205824414545832,0.21173491612500087,0.03233280204574529,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.0637423830328332,0.05488106328150333,0.21954287908677317,-0.26889252857626167,0.0846084755195542
oof_por_fold,0.075,1.0,355,0.21205824414545832,0.21258824954452493,-0.053000539906661315,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.011131359602734037,-0.006381281768286229,0.16840397234455518,-0.48395632210332384,0.034758297337525446
oof_por_fold,0.1,0.1,470,0.21205824414545832,0.21165585511652682,0.04023890289314991,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.04631886150860964,0.05290760925474869,0.051030490468556566,-0.0029528154671637497,0.051848566577514243
oof_por_fold,0.1,0.2,470,0.21205824414545832,0.21135888039617962,0.0699363749278703,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.0833661849841516,0.09844667726254808,0.08840224966058796,-0.019832390722421267,0.09501176943267908
oof_por_fold,0.1,0.25,470,0.21205824414545832,0.21125006849524952,0.08081756502087978,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.09839724956909046,0.11843827695704745,0.10194207353685092,-0.033485040204681016,0.11331959839731565
oof_por_fold,0.1,0.3333333333333333,470,0.21205824414545832,0.21112763801861378,0.09306061268445354,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.11825733131557714,0.14762436860605577,0.1168610213143656,-0.0639386805634995,0.13896312212631767
oof_por_fold,0.1,0.5,470,0.21205824414545832,0.21110410135042756,0.09541427950307546,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.13844999487611642,0.19042654653849134,0.11796364805285453,-0.15354701717256447,0.1719173490046355
oof_por_fold,0.1,0.75,470,0.21205824414545832,0.21162171300040722,0.04365311450511,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.11982497551848992,0.21550229835919088,0.04786691128212395,-0.3586837944696636,0.17534444193593735
oof_por_fold,0.1,1.0,470,0.21205824414545832,0.2127980612177024,-0.07398170722440756,1129537.6879021756,1700000.0,0.9468085106382979,0.7808510638297872,0.6212765957446809,0.39361702127659576,0.04267747558048818,0.1935029875014732,-0.10748711560649438,-0.6464079008117435,0.12357447726049908
holdout_id,0.01,0.1,10,0.20784386749850803,0.20784145409568802,0.00024134028200062385,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.01,0.2,10,0.20784386749850803,0.20783998504441697,0.00038824540910531447,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.01,0.25,10,0.20784386749850803,0.20783960465737286,0.00042628411351663953,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.01,0.3333333333333333,10,0.20784386749850803,0.20783949533344376,0.00043721650642702947,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.01,0.5,10,0.20784386749850803,0.20784124413578062,0.0002623362727410816,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.01,0.75,10,0.20784386749850803,0.2078487857940616,-0.0004918295553574259,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.01,1.0,10,0.20784386749850803,0.20786222898978704,-0.0018361491279011988,2459654.768726252,3945000.0,1.0,1.0,1.0,1.0,,,,,
holdout_id,0.015,0.1,15,0.20784386749850803,0.20781077807969994,0.003308941880808547,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
holdout_id,0.015,0.2,15,0.20784386749850803,0.20777919447506893,0.006467302343909909,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
